 1.985
 10.445
 4.765
 8.984
 6.013
 8.990
 6.991
 8.996
 7.977
 7.029
 9.956
 6.987
 5.979
 6.982
 6.976
 6.996
 7.979
 7.012
 8.974
 9.019
 8.956
 9.000
 5.015
 3.000
 6.027
 6.999
 4.983
 3.001
 4.877
 8.987
 9.972
 3.062
 7.182
 7.031
 10.888
 3.029
 8.185
 9.069
 10.831
 7.055
 11.876
 9.094
 11.810
 2.997
 9.162
 7.075
 12.886
 9.100
 12.790
 2.996
 10.143
 7.117
 13.884
 9.103
 13.788
 9.160
 14.768
 3.002
 12.108
 6.141
 14.952
 8.241
 15.823
 2.980
 11.122
 5.139
 15.015
 3.048
 13.094
 7.273
 16.894
 3.093
 14.105
 6.290
 16.976
 4.134
 15.053
 5.269
 17.027
 4.214
 17.027
 3.208
 17.058
 2.184
 16.122
 1.145
 15.155
 1.105
 14.135
 1.043
 13.170
 0.997
 12.173
 1.004
 11.157
 0.986
 10.161
 0.968
 9.173
 0.962
 8.178
 0.924
 7.190
 0.893
 6.205
